supplement_id,medication_id,severity,mechanism,evidence,notes
5,127,Severe,Unknown,C,Auto-generated interaction
704,111,Low,Metabolism inhibition,C,Auto-generated interaction
623,70,Low,Unknown,B,Auto-generated interaction
887,81,Low,Additive effect,A,Auto-generated interaction
991,64,Low,Metabolism inhibition,B,Auto-generated interaction
419,51,Moderate,Unknown,B,Auto-generated interaction
568,53,High,Additive effect,B,Auto-generated interaction
92,51,Moderate,Absorption reduction,A,Auto-generated interaction
256,99,Severe,Additive effect,A,Auto-generated interaction
107,17,Severe,Additive effect,A,Auto-generated interaction
547,51,High,Absorption reduction,A,Auto-generated interaction
706,79,Severe,Metabolism inhibition,A,Auto-generated interaction
321,143,Moderate,Additive effect,A,Auto-generated interaction
391,88,Low,Absorption reduction,B,Auto-generated interaction
634,123,Severe,Additive effect,A,Auto-generated interaction
981,23,Low,Additive effect,C,Auto-generated interaction
274,52,Low,Unknown,A,Auto-generated interaction
688,103,Low,Additive effect,C,Auto-generated interaction
131,125,Moderate,Unknown,B,Auto-generated interaction
591,54,Low,Absorption reduction,C,Auto-generated interaction
279,145,High,Metabolism inhibition,C,Auto-generated interaction
908,69,Moderate,Absorption reduction,C,Auto-generated interaction
242,1,Low,Unknown,B,Auto-generated interaction
574,109,Severe,Additive effect,B,Auto-generated interaction
112,121,Low,Metabolism inhibition,C,Auto-generated interaction
891,148,Severe,Metabolism inhibition,A,Auto-generated interaction
958,10,High,Unknown,B,Auto-generated interaction
49,18,High,Absorption reduction,A,Auto-generated interaction
987,140,Moderate,Absorption reduction,C,Auto-generated interaction
974,148,High,Absorption reduction,C,Auto-generated interaction
117,5,High,Additive effect,A,Auto-generated interaction
560,77,Moderate,Absorption reduction,B,Auto-generated interaction
719,78,Low,Additive effect,C,Auto-generated interaction
641,141,Low,Unknown,C,Auto-generated interaction
693,25,Low,Unknown,B,Auto-generated interaction
437,3,Moderate,Metabolism inhibition,B,Auto-generated interaction
424,104,Severe,Unknown,C,Auto-generated interaction
244,11,Severe,Additive effect,B,Auto-generated interaction
203,116,Low,Absorption reduction,C,Auto-generated interaction
517,46,Severe,Additive effect,C,Auto-generated interaction
71,107,High,Unknown,B,Auto-generated interaction
259,94,Low,Metabolism inhibition,B,Auto-generated interaction
16,22,Severe,Metabolism inhibition,A,Auto-generated interaction
666,70,Moderate,Absorption reduction,C,Auto-generated interaction
696,139,Moderate,Absorption reduction,B,Auto-generated interaction
788,1,Severe,Additive effect,A,Auto-generated interaction
583,88,Moderate,Unknown,C,Auto-generated interaction
370,106,Severe,Unknown,B,Auto-generated interaction
624,145,Moderate,Additive effect,C,Auto-generated interaction
259,111,Severe,Unknown,B,Auto-generated interaction
747,42,High,Metabolism inhibition,C,Auto-generated interaction
330,6,High,Additive effect,B,Auto-generated interaction
518,92,Severe,Additive effect,C,Auto-generated interaction
211,44,Low,Additive effect,B,Auto-generated interaction
403,106,Low,Unknown,B,Auto-generated interaction
75,87,High,Additive effect,A,Auto-generated interaction
495,84,Severe,Metabolism inhibition,C,Auto-generated interaction
832,108,Low,Absorption reduction,A,Auto-generated interaction
448,53,Low,Metabolism inhibition,C,Auto-generated interaction
424,92,Moderate,Metabolism inhibition,B,Auto-generated interaction
16,97,Severe,Absorption reduction,C,Auto-generated interaction
222,96,Moderate,Unknown,C,Auto-generated interaction
975,1,Moderate,Unknown,C,Auto-generated interaction
485,93,Low,Additive effect,A,Auto-generated interaction
146,114,Severe,Additive effect,B,Auto-generated interaction
34,21,High,Absorption reduction,B,Auto-generated interaction
787,103,Low,Absorption reduction,A,Auto-generated interaction
522,14,Severe,Absorption reduction,B,Auto-generated interaction
25,101,Low,Additive effect,C,Auto-generated interaction
525,121,Moderate,Unknown,B,Auto-generated interaction
337,23,High,Unknown,A,Auto-generated interaction
291,74,Severe,Additive effect,B,Auto-generated interaction
921,100,Severe,Metabolism inhibition,B,Auto-generated interaction
968,115,Low,Additive effect,A,Auto-generated interaction
798,76,High,Unknown,B,Auto-generated interaction
346,118,Low,Unknown,C,Auto-generated interaction
922,82,Severe,Metabolism inhibition,B,Auto-generated interaction
613,125,Moderate,Absorption reduction,B,Auto-generated interaction
729,136,Severe,Unknown,C,Auto-generated interaction
244,5,Low,Metabolism inhibition,C,Auto-generated interaction
789,18,Low,Absorption reduction,B,Auto-generated interaction
85,52,Moderate,Unknown,C,Auto-generated interaction
175,28,Low,Absorption reduction,B,Auto-generated interaction
168,89,High,Unknown,B,Auto-generated interaction
186,22,High,Additive effect,A,Auto-generated interaction
226,143,Moderate,Absorption reduction,C,Auto-generated interaction
734,13,Moderate,Additive effect,B,Auto-generated interaction
460,124,Low,Additive effect,B,Auto-generated interaction
270,24,Low,Absorption reduction,C,Auto-generated interaction
694,150,Moderate,Metabolism inhibition,B,Auto-generated interaction
814,125,Severe,Additive effect,A,Auto-generated interaction
47,139,Moderate,Additive effect,B,Auto-generated interaction
849,99,High,Unknown,C,Auto-generated interaction
623,80,Moderate,Unknown,C,Auto-generated interaction
615,123,Low,Unknown,A,Auto-generated interaction
68,22,Moderate,Additive effect,A,Auto-generated interaction
692,79,Severe,Unknown,A,Auto-generated interaction
652,134,Severe,Absorption reduction,B,Auto-generated interaction
219,91,Low,Metabolism inhibition,A,Auto-generated interaction
487,28,Moderate,Additive effect,B,Auto-generated interaction
82,135,Low,Unknown,A,Auto-generated interaction
87,22,Moderate,Unknown,A,Auto-generated interaction
884,50,Moderate,Metabolism inhibition,C,Auto-generated interaction
17,70,Severe,Metabolism inhibition,B,Auto-generated interaction
360,11,High,Metabolism inhibition,B,Auto-generated interaction
681,61,Severe,Unknown,B,Auto-generated interaction
205,108,Low,Additive effect,C,Auto-generated interaction
928,148,Low,Additive effect,A,Auto-generated interaction
247,110,High,Unknown,A,Auto-generated interaction
125,57,Severe,Additive effect,A,Auto-generated interaction
655,106,Severe,Unknown,A,Auto-generated interaction
698,144,Severe,Absorption reduction,C,Auto-generated interaction
659,36,Severe,Additive effect,A,Auto-generated interaction
240,101,High,Absorption reduction,C,Auto-generated interaction
156,47,Low,Unknown,A,Auto-generated interaction
311,104,High,Additive effect,A,Auto-generated interaction
325,134,Moderate,Metabolism inhibition,C,Auto-generated interaction
457,26,Moderate,Additive effect,B,Auto-generated interaction
215,71,Severe,Additive effect,B,Auto-generated interaction
948,19,Severe,Absorption reduction,B,Auto-generated interaction
92,18,Severe,Unknown,B,Auto-generated interaction
692,105,Severe,Absorption reduction,C,Auto-generated interaction
262,72,Severe,Metabolism inhibition,B,Auto-generated interaction
21,55,High,Absorption reduction,B,Auto-generated interaction
18,135,Low,Absorption reduction,B,Auto-generated interaction
78,97,Severe,Absorption reduction,C,Auto-generated interaction
928,57,Severe,Absorption reduction,C,Auto-generated interaction
241,42,Moderate,Unknown,C,Auto-generated interaction
33,121,High,Metabolism inhibition,C,Auto-generated interaction
655,115,Severe,Unknown,C,Auto-generated interaction
690,150,Moderate,Absorption reduction,C,Auto-generated interaction
343,34,Moderate,Unknown,B,Auto-generated interaction
192,148,High,Unknown,C,Auto-generated interaction
755,10,Low,Additive effect,C,Auto-generated interaction
331,28,Moderate,Metabolism inhibition,B,Auto-generated interaction
194,56,High,Metabolism inhibition,B,Auto-generated interaction
589,8,Severe,Absorption reduction,A,Auto-generated interaction
541,68,Low,Additive effect,C,Auto-generated interaction
460,138,Moderate,Metabolism inhibition,A,Auto-generated interaction
212,65,Low,Additive effect,B,Auto-generated interaction
669,9,Low,Unknown,C,Auto-generated interaction
983,145,Low,Absorption reduction,C,Auto-generated interaction
254,78,Severe,Absorption reduction,C,Auto-generated interaction
170,85,Moderate,Unknown,A,Auto-generated interaction
515,27,Moderate,Unknown,A,Auto-generated interaction
352,91,Moderate,Metabolism inhibition,A,Auto-generated interaction
162,129,High,Absorption reduction,C,Auto-generated interaction
678,80,Moderate,Unknown,A,Auto-generated interaction
204,2,Moderate,Absorption reduction,C,Auto-generated interaction
629,59,High,Unknown,B,Auto-generated interaction
100,48,Low,Additive effect,C,Auto-generated interaction
14,102,Low,Unknown,B,Auto-generated interaction
486,1,Severe,Additive effect,A,Auto-generated interaction
857,81,Low,Metabolism inhibition,A,Auto-generated interaction
610,105,Moderate,Absorption reduction,A,Auto-generated interaction
711,5,Moderate,Additive effect,C,Auto-generated interaction
529,45,Severe,Metabolism inhibition,A,Auto-generated interaction
530,40,High,Absorption reduction,C,Auto-generated interaction
406,1,High,Additive effect,B,Auto-generated interaction
976,131,High,Metabolism inhibition,C,Auto-generated interaction
118,57,Low,Additive effect,A,Auto-generated interaction
181,136,Severe,Unknown,B,Auto-generated interaction
68,72,Low,Unknown,C,Auto-generated interaction
879,86,High,Additive effect,A,Auto-generated interaction
977,18,Severe,Unknown,B,Auto-generated interaction
917,71,Low,Additive effect,C,Auto-generated interaction
325,150,High,Metabolism inhibition,B,Auto-generated interaction
849,61,Severe,Additive effect,B,Auto-generated interaction
137,101,Moderate,Metabolism inhibition,A,Auto-generated interaction
269,41,Severe,Unknown,C,Auto-generated interaction
698,67,High,Additive effect,C,Auto-generated interaction
455,123,High,Metabolism inhibition,A,Auto-generated interaction
86,121,High,Unknown,C,Auto-generated interaction
568,49,High,Absorption reduction,A,Auto-generated interaction
3,54,Moderate,Unknown,C,Auto-generated interaction
356,42,Moderate,Unknown,B,Auto-generated interaction
525,112,High,Metabolism inhibition,A,Auto-generated interaction
609,22,Severe,Metabolism inhibition,A,Auto-generated interaction
810,35,High,Unknown,A,Auto-generated interaction
188,46,Low,Additive effect,B,Auto-generated interaction
615,67,Moderate,Additive effect,B,Auto-generated interaction
775,26,High,Absorption reduction,B,Auto-generated interaction
249,66,Moderate,Additive effect,A,Auto-generated interaction
18,51,Low,Absorption reduction,C,Auto-generated interaction
776,47,Severe,Metabolism inhibition,A,Auto-generated interaction
851,59,Moderate,Metabolism inhibition,B,Auto-generated interaction
495,80,Severe,Absorption reduction,A,Auto-generated interaction
120,28,Severe,Absorption reduction,A,Auto-generated interaction
8,46,Low,Absorption reduction,A,Auto-generated interaction
550,80,High,Absorption reduction,C,Auto-generated interaction
567,59,Severe,Unknown,A,Auto-generated interaction
202,98,Low,Metabolism inhibition,B,Auto-generated interaction
693,128,Low,Unknown,C,Auto-generated interaction
263,55,Moderate,Metabolism inhibition,B,Auto-generated interaction
178,90,High,Absorption reduction,B,Auto-generated interaction
6,3,High,Additive effect,C,Auto-generated interaction
173,95,Moderate,Metabolism inhibition,A,Auto-generated interaction
107,61,Low,Metabolism inhibition,C,Auto-generated interaction
246,5,Low,Unknown,A,Auto-generated interaction
240,44,High,Absorption reduction,B,Auto-generated interaction
644,76,Low,Additive effect,C,Auto-generated interaction
34,141,Moderate,Unknown,C,Auto-generated interaction
501,111,High,Metabolism inhibition,C,Auto-generated interaction
541,99,High,Additive effect,B,Auto-generated interaction
911,32,Low,Metabolism inhibition,C,Auto-generated interaction
6,88,Moderate,Additive effect,B,Auto-generated interaction
786,114,Moderate,Metabolism inhibition,A,Auto-generated interaction
187,9,Moderate,Unknown,B,Auto-generated interaction
831,100,High,Unknown,C,Auto-generated interaction
723,117,Low,Additive effect,A,Auto-generated interaction
508,87,Moderate,Additive effect,B,Auto-generated interaction
416,69,High,Additive effect,C,Auto-generated interaction
562,65,Severe,Additive effect,C,Auto-generated interaction
357,110,Moderate,Unknown,B,Auto-generated interaction
872,25,Low,Absorption reduction,A,Auto-generated interaction
482,2,Moderate,Additive effect,B,Auto-generated interaction
588,64,Moderate,Absorption reduction,B,Auto-generated interaction
900,143,High,Metabolism inhibition,C,Auto-generated interaction
260,145,Moderate,Metabolism inhibition,A,Auto-generated interaction
719,92,Low,Metabolism inhibition,B,Auto-generated interaction
480,90,Moderate,Unknown,A,Auto-generated interaction
982,73,Severe,Absorption reduction,A,Auto-generated interaction
105,99,Moderate,Unknown,C,Auto-generated interaction
59,111,Severe,Additive effect,B,Auto-generated interaction
124,111,Low,Metabolism inhibition,C,Auto-generated interaction
59,110,Severe,Absorption reduction,C,Auto-generated interaction
618,4,Moderate,Absorption reduction,A,Auto-generated interaction
627,22,Moderate,Metabolism inhibition,C,Auto-generated interaction
873,10,Low,Additive effect,C,Auto-generated interaction
347,121,Severe,Unknown,A,Auto-generated interaction
138,124,Low,Additive effect,C,Auto-generated interaction
110,146,Moderate,Metabolism inhibition,A,Auto-generated interaction
836,66,Severe,Absorption reduction,C,Auto-generated interaction
984,115,Severe,Unknown,B,Auto-generated interaction
372,64,High,Unknown,B,Auto-generated interaction
689,46,Low,Absorption reduction,C,Auto-generated interaction
840,89,Low,Unknown,C,Auto-generated interaction
743,31,High,Unknown,C,Auto-generated interaction
276,33,High,Unknown,C,Auto-generated interaction
145,57,Low,Unknown,B,Auto-generated interaction
582,130,Moderate,Unknown,A,Auto-generated interaction
894,82,Low,Metabolism inhibition,A,Auto-generated interaction
304,103,Moderate,Unknown,B,Auto-generated interaction
635,95,High,Unknown,A,Auto-generated interaction
7,119,High,Additive effect,A,Auto-generated interaction
566,83,Severe,Absorption reduction,B,Auto-generated interaction
356,140,Severe,Unknown,B,Auto-generated interaction
743,11,High,Absorption reduction,A,Auto-generated interaction
154,61,Severe,Additive effect,A,Auto-generated interaction
854,58,Moderate,Additive effect,B,Auto-generated interaction
245,69,High,Additive effect,B,Auto-generated interaction
444,117,Moderate,Unknown,B,Auto-generated interaction
364,31,Moderate,Unknown,A,Auto-generated interaction
907,72,High,Unknown,B,Auto-generated interaction
79,44,High,Metabolism inhibition,C,Auto-generated interaction
224,41,High,Additive effect,C,Auto-generated interaction
634,49,Low,Metabolism inhibition,A,Auto-generated interaction
964,44,High,Additive effect,A,Auto-generated interaction
465,12,Severe,Unknown,A,Auto-generated interaction
411,111,High,Absorption reduction,C,Auto-generated interaction
911,70,Severe,Additive effect,B,Auto-generated interaction
36,45,High,Absorption reduction,C,Auto-generated interaction
820,112,Severe,Unknown,B,Auto-generated interaction
403,95,Moderate,Metabolism inhibition,B,Auto-generated interaction
88,24,Low,Absorption reduction,C,Auto-generated interaction
407,108,Severe,Unknown,B,Auto-generated interaction
606,99,Moderate,Metabolism inhibition,A,Auto-generated interaction
924,61,Low,Absorption reduction,A,Auto-generated interaction
45,38,Moderate,Metabolism inhibition,B,Auto-generated interaction
43,56,High,Additive effect,B,Auto-generated interaction
846,117,High,Additive effect,C,Auto-generated interaction
904,87,Moderate,Absorption reduction,A,Auto-generated interaction
930,86,Low,Additive effect,C,Auto-generated interaction
656,43,Severe,Absorption reduction,B,Auto-generated interaction
124,46,High,Unknown,B,Auto-generated interaction
374,146,Moderate,Additive effect,C,Auto-generated interaction
330,88,Moderate,Absorption reduction,B,Auto-generated interaction
464,33,Severe,Metabolism inhibition,B,Auto-generated interaction
440,110,Severe,Absorption reduction,B,Auto-generated interaction
609,125,Moderate,Absorption reduction,C,Auto-generated interaction
559,136,High,Absorption reduction,C,Auto-generated interaction
555,66,High,Additive effect,A,Auto-generated interaction
882,15,High,Metabolism inhibition,C,Auto-generated interaction
102,79,Moderate,Unknown,C,Auto-generated interaction
773,79,Severe,Unknown,C,Auto-generated interaction
137,120,High,Unknown,C,Auto-generated interaction
457,61,Severe,Metabolism inhibition,B,Auto-generated interaction
558,7,High,Metabolism inhibition,C,Auto-generated interaction
151,113,Severe,Metabolism inhibition,B,Auto-generated interaction
75,41,High,Absorption reduction,C,Auto-generated interaction
516,116,Severe,Unknown,B,Auto-generated interaction
158,23,High,Absorption reduction,C,Auto-generated interaction
458,58,Low,Unknown,A,Auto-generated interaction
612,3,High,Metabolism inhibition,C,Auto-generated interaction
289,143,Moderate,Metabolism inhibition,C,Auto-generated interaction
97,22,Severe,Additive effect,B,Auto-generated interaction
578,59,Low,Unknown,A,Auto-generated interaction
271,78,Moderate,Unknown,B,Auto-generated interaction
438,14,High,Unknown,A,Auto-generated interaction
437,51,Low,Absorption reduction,C,Auto-generated interaction
866,148,Severe,Unknown,C,Auto-generated interaction
716,130,Moderate,Absorption reduction,A,Auto-generated interaction
664,57,High,Unknown,B,Auto-generated interaction
108,139,High,Absorption reduction,A,Auto-generated interaction
813,118,Severe,Unknown,A,Auto-generated interaction
518,13,Low,Metabolism inhibition,A,Auto-generated interaction
840,32,High,Unknown,B,Auto-generated interaction
762,1,Severe,Unknown,B,Auto-generated interaction
210,15,Severe,Unknown,B,Auto-generated interaction
134,34,Moderate,Absorption reduction,C,Auto-generated interaction
446,104,Moderate,Metabolism inhibition,A,Auto-generated interaction
64,16,Severe,Unknown,B,Auto-generated interaction
930,63,Low,Absorption reduction,B,Auto-generated interaction
764,18,Severe,Unknown,C,Auto-generated interaction
865,16,Severe,Unknown,B,Auto-generated interaction
165,57,High,Absorption reduction,A,Auto-generated interaction
825,125,Severe,Metabolism inhibition,A,Auto-generated interaction
163,7,Moderate,Unknown,C,Auto-generated interaction
195,141,Severe,Metabolism inhibition,C,Auto-generated interaction
371,86,Low,Metabolism inhibition,A,Auto-generated interaction
820,145,Severe,Additive effect,B,Auto-generated interaction
550,1,Low,Absorption reduction,B,Auto-generated interaction
506,10,Severe,Unknown,A,Auto-generated interaction
46,30,High,Absorption reduction,C,Auto-generated interaction
7,61,Severe,Unknown,C,Auto-generated interaction
835,121,Severe,Unknown,B,Auto-generated interaction
558,6,Severe,Unknown,B,Auto-generated interaction
11,36,High,Absorption reduction,B,Auto-generated interaction
690,141,High,Absorption reduction,B,Auto-generated interaction
389,92,High,Unknown,A,Auto-generated interaction
529,52,Moderate,Additive effect,C,Auto-generated interaction
10,98,High,Additive effect,C,Auto-generated interaction
993,104,Moderate,Additive effect,B,Auto-generated interaction
527,104,Moderate,Metabolism inhibition,C,Auto-generated interaction
101,6,Moderate,Additive effect,B,Auto-generated interaction
288,116,Low,Metabolism inhibition,A,Auto-generated interaction
507,66,Low,Unknown,C,Auto-generated interaction
534,140,Low,Absorption reduction,A,Auto-generated interaction
125,79,Moderate,Unknown,B,Auto-generated interaction
985,114,High,Absorption reduction,A,Auto-generated interaction
438,146,Moderate,Absorption reduction,A,Auto-generated interaction
665,106,Severe,Unknown,B,Auto-generated interaction
474,137,High,Additive effect,C,Auto-generated interaction
463,62,Moderate,Unknown,A,Auto-generated interaction
499,39,Low,Metabolism inhibition,C,Auto-generated interaction
780,31,Moderate,Additive effect,B,Auto-generated interaction
263,111,Moderate,Absorption reduction,B,Auto-generated interaction
319,121,High,Metabolism inhibition,A,Auto-generated interaction
315,5,High,Unknown,B,Auto-generated interaction
929,4,Severe,Unknown,A,Auto-generated interaction
361,101,Moderate,Absorption reduction,C,Auto-generated interaction
490,60,High,Additive effect,C,Auto-generated interaction
430,82,Severe,Unknown,A,Auto-generated interaction
666,79,Low,Metabolism inhibition,A,Auto-generated interaction
579,96,High,Absorption reduction,A,Auto-generated interaction
504,47,Low,Unknown,C,Auto-generated interaction
293,34,High,Absorption reduction,A,Auto-generated interaction
428,106,High,Unknown,B,Auto-generated interaction
354,25,High,Metabolism inhibition,C,Auto-generated interaction
285,97,Moderate,Additive effect,C,Auto-generated interaction
316,67,High,Metabolism inhibition,B,Auto-generated interaction
213,11,Low,Absorption reduction,A,Auto-generated interaction
350,36,Moderate,Absorption reduction,C,Auto-generated interaction
840,47,Moderate,Additive effect,B,Auto-generated interaction
204,138,Severe,Absorption reduction,C,Auto-generated interaction
123,149,Low,Absorption reduction,A,Auto-generated interaction
316,113,Moderate,Unknown,C,Auto-generated interaction
336,21,High,Absorption reduction,B,Auto-generated interaction
139,16,Low,Unknown,B,Auto-generated interaction
203,65,Moderate,Additive effect,B,Auto-generated interaction
433,134,Moderate,Metabolism inhibition,C,Auto-generated interaction
767,39,Moderate,Metabolism inhibition,A,Auto-generated interaction
567,131,Severe,Absorption reduction,C,Auto-generated interaction
695,5,Low,Additive effect,B,Auto-generated interaction
615,62,Severe,Metabolism inhibition,A,Auto-generated interaction
371,103,High,Absorption reduction,C,Auto-generated interaction
86,113,Low,Additive effect,B,Auto-generated interaction
107,68,High,Absorption reduction,C,Auto-generated interaction
842,125,Low,Metabolism inhibition,A,Auto-generated interaction
702,75,High,Unknown,A,Auto-generated interaction
923,95,Low,Absorption reduction,B,Auto-generated interaction
741,89,High,Additive effect,B,Auto-generated interaction
69,150,High,Unknown,A,Auto-generated interaction
471,21,High,Unknown,C,Auto-generated interaction
21,134,High,Metabolism inhibition,B,Auto-generated interaction
601,85,High,Metabolism inhibition,B,Auto-generated interaction
229,123,Moderate,Unknown,C,Auto-generated interaction
696,29,High,Absorption reduction,A,Auto-generated interaction
376,67,Low,Additive effect,C,Auto-generated interaction
468,109,Moderate,Absorption reduction,A,Auto-generated interaction
52,132,Moderate,Absorption reduction,C,Auto-generated interaction
841,109,Moderate,Additive effect,B,Auto-generated interaction
3,56,High,Metabolism inhibition,B,Auto-generated interaction
764,15,Low,Metabolism inhibition,B,Auto-generated interaction
738,40,Low,Unknown,B,Auto-generated interaction
216,83,High,Unknown,B,Auto-generated interaction
133,1,Severe,Absorption reduction,A,Auto-generated interaction
863,139,Moderate,Additive effect,B,Auto-generated interaction
639,9,Low,Absorption reduction,B,Auto-generated interaction
326,9,High,Metabolism inhibition,C,Auto-generated interaction
114,50,High,Metabolism inhibition,C,Auto-generated interaction
46,37,High,Additive effect,A,Auto-generated interaction
26,150,Moderate,Additive effect,C,Auto-generated interaction
373,41,High,Unknown,C,Auto-generated interaction
285,5,High,Unknown,B,Auto-generated interaction
432,116,Severe,Unknown,A,Auto-generated interaction
203,39,Severe,Additive effect,B,Auto-generated interaction
236,38,Low,Additive effect,B,Auto-generated interaction
618,113,Low,Unknown,B,Auto-generated interaction
366,33,Severe,Absorption reduction,B,Auto-generated interaction
74,110,Moderate,Metabolism inhibition,A,Auto-generated interaction
